From	To
ATP4A	495
ATP4B	496
LOC646626	8915
LOC646626	646626
LENG9	94059
LENG8	114823
SLC26A4	5172
SENP2	59343
SENP3	26168
SLC26A3	1811
SLC26A6	65010
SLC26A6	1951
SENP1	29843
SLC26A5	375611
SLC26A8	116369
PTGDS	5730
PTGDS	27306
SLC26A7	115111
PTGDR	5729
SLC26A9	115019
SDCCAG3	646891
SDCCAG3	10807
LIN54	132660
INTS4L2	644619
SDCCAG8	10806
LIMS1	3987
LIMS2	55679
FAM69B	138311
FAM69A	388650
OXT	5020
FAM69C	125704
CYP4F22	126410
ZNF324B	388569
STT3B	201595
NCAPH	23397
STT3A	3703
NCAPG	64151
BCL11B	64919
BCL11A	53335
FLJ42969	441374
UBXN1	51035
SNORD115-9	100033458
SNORD115-9	100033437
SNORD115-9	100033816
SNORD115-9	100033817
SNORD115-9	100033453
SNORD115-9	100033814
SNORD115-9	100033450
SNORD115-9	100036567
SNORD115-9	100033815
SNORD115-9	100033451
SNORD115-9	100036566
SNORD115-9	100033812
SNORD115-9	100033456
SNORD115-9	100036565
SNORD115-9	100033813
SNORD115-9	100036564
SNORD115-9	100033810
SNORD115-9	100033454
SNORD115-9	100036563
SNORD115-9	100033811
SNORD115-9	100033455
SNORD115-9	100033809
SNORD115-9	100033808
SNORD115-9	100033807
SNORD115-9	338433
SNORD115-9	100033447
SNORD115-9	100033448
SNORD115-9	100033449
SNORD115-9	347745
SNORD115-9	100033603
SNORD115-9	100033803
SNORD115-9	100033804
SNORD115-9	100033440
SNORD115-9	100033818
SNORD115-9	100033805
SNORD115-9	100033441
SNORD115-9	100033806
SNORD115-9	100033442
SNORD115-9	100033443
SNORD115-9	100033444
SNORD115-9	100033800
SNORD115-9	100033445
SNORD115-9	100033801
SNORD115-9	100033446
SNORD115-9	100033802
SNORD115-9	100033822
SNORD115-9	100033460
SNORD115-9	100033799
SNORD115-8	100033458
SNORD115-8	100033437
SNORD115-8	100033816
SNORD115-8	100033817
SNORD115-8	100033453
SNORD115-8	100033814
SNORD115-8	100033450
SNORD115-8	100036567
SNORD115-8	100033815
SNORD115-8	100033451
SNORD115-8	100036566
SNORD115-8	100033812
SNORD115-8	100033456
SNORD115-8	100036565
SNORD115-8	100033813
SNORD115-8	100036564
SNORD115-8	100033810
SNORD115-8	100033454
SNORD115-8	100036563
SNORD115-8	100033811
SNORD115-8	100033455
SNORD115-8	100033809
SNORD115-8	100033808
SNORD115-8	100033807
SNORD115-8	338433
SNORD115-8	100033447
SNORD115-8	100033448
SNORD115-8	100033449
SNORD115-8	347745
SNORD115-8	100033603
SNORD115-8	100033803
SNORD115-8	100033804
SNORD115-8	100033440
SNORD115-8	100033818
SNORD115-8	100033805
SNORD115-8	100033441
SNORD115-8	100033806
SNORD115-8	100033442
SNORD115-8	100033443
SNORD115-8	100033444
SNORD115-8	100033800
SNORD115-8	100033445
SNORD115-8	100033801
SNORD115-8	100033446
SNORD115-8	100033802
SNORD115-8	100033822
SNORD115-8	100033460
SNORD115-8	100033799
SNORD115-7	100033458
SNORD115-7	100033437
SNORD115-7	100033816
SNORD115-7	100033817
SNORD115-7	100033453
SNORD115-7	100033814
SNORD115-7	100033450
SNORD115-7	100036567
SNORD115-7	100033815
SNORD115-7	100033451
SNORD115-7	100036566
SNORD115-7	100033812
SNORD115-7	100033456
SNORD115-7	100036565
SNORD115-7	100033813
SNORD115-7	100036564
SNORD115-7	100033810
SNORD115-7	100033454
SNORD115-7	100036563
SNORD115-7	100033811
SNORD115-7	100033455
SNORD115-7	100033809
SNORD115-7	100033808
SNORD115-7	100033807
SNORD115-7	338433
SNORD115-7	100033447
SNORD115-7	100033448
SNORD115-7	100033449
SNORD115-7	347745
SNORD115-7	100033603
SNORD115-7	100033803
SNORD115-7	100033804
SNORD115-7	100033440
SNORD115-7	100033818
SNORD115-7	100033805
SNORD115-7	100033441
SNORD115-7	100033806
SNORD115-7	100033442
SNORD115-7	100033443
SNORD115-7	100033444
SNORD115-7	100033800
SNORD115-7	100033445
SNORD115-7	100033801
SNORD115-7	100033446
SNORD115-7	100033802
SNORD115-7	100033822
SNORD115-7	100033460
SNORD115-7	100033799
SNORD115-6	100033458
SNORD115-6	100033437
SNORD115-6	100033816
SNORD115-6	100033817
SNORD115-6	100033453
SNORD115-6	100033814
SNORD115-6	100033450
SNORD115-6	100036567
SNORD115-6	100033815
SNORD115-6	100033451
SNORD115-6	100036566
SNORD115-6	100033812
SNORD115-6	100033456
SNORD115-6	100036565
SNORD115-6	100033813
SNORD115-6	100036564
SNORD115-6	100033810
SNORD115-6	100033454
SNORD115-6	100036563
SNORD115-6	100033811
SNORD115-6	100033455
SNORD115-6	100033809
SNORD115-6	100033808
SNORD115-6	100033807
SNORD115-6	338433
SNORD115-6	100033447
SNORD115-6	100033448
SNORD115-6	100033449
SNORD115-6	347745
SNORD115-6	100033603
SNORD115-6	100033803
SNORD115-6	100033804
SNORD115-6	100033440
SNORD115-6	100033818
SNORD115-6	100033805
SNORD115-6	100033441
SNORD115-6	100033806
SNORD115-6	100033442
SNORD115-6	100033443
SNORD115-6	100033444
SNORD115-6	100033800
SNORD115-6	100033445
SNORD115-6	100033801
SNORD115-6	100033446
SNORD115-6	100033802
SNORD115-6	100033822
SNORD115-6	100033460
SNORD115-6	100033799
SNORD115-1	100033458
SNORD115-1	100033437
SNORD115-1	100033816
SNORD115-1	100033817
SNORD115-1	100033453
SNORD115-1	100033814
SNORD115-1	100033450
SNORD115-1	100036567
SNORD115-1	100033815
SNORD115-1	100033451
SNORD115-1	100036566
SNORD115-1	100033812
SNORD115-1	100033456
SNORD115-1	100036565
SNORD115-1	100033813
SNORD115-1	100036564
SNORD115-1	100033810
SNORD115-1	100033454
SNORD115-1	100036563
SNORD115-1	100033811
SNORD115-1	100033455
SNORD115-1	100033809
SNORD115-1	100033808
SNORD115-1	100033807
SNORD115-1	338433
SNORD115-1	100033447
SNORD115-1	100033448
SNORD115-1	100033449
SNORD115-1	347745
SNORD115-1	100033603
SNORD115-1	100033803
SNORD115-1	100033804
SNORD115-1	100033440
SNORD115-1	100033818
SNORD115-1	100033805
SNORD115-1	100033441
SNORD115-1	100033806
SNORD115-1	100033442
SNORD115-1	100033443
SNORD115-1	100033444
SNORD115-1	100033800
SNORD115-1	100033445
SNORD115-1	100033801
SNORD115-1	100033446
SNORD115-1	100033802
SNORD115-1	100033822
SNORD115-1	100033460
SNORD115-1	100033799
CYP4F11	57834
CYP4F12	66002
CYP4F12	388514
PTGFR	5737
SNORD115-5	100033458
SNORD115-5	100033437
SNORD115-5	100033816
SNORD115-5	100033817
SNORD115-5	100033453
SNORD115-5	100033814
SNORD115-5	100033450
SNORD115-5	100036567
SNORD115-5	100033815
SNORD115-5	100033451
SNORD115-5	100036566
SNORD115-5	100033812
SNORD115-5	100033456
SNORD115-5	100036565
SNORD115-5	100033813
SNORD115-5	100036564
SNORD115-5	100033810
SNORD115-5	100033454
SNORD115-5	100036563
SNORD115-5	100033811
SNORD115-5	100033455
SNORD115-5	100033809
SNORD115-5	100033808
SNORD115-5	100033807
SNORD115-5	338433
SNORD115-5	100033447
SNORD115-5	100033448
SNORD115-5	100033449
SNORD115-5	347745
SNORD115-5	100033603
SNORD115-5	100033803
SNORD115-5	100033804
SNORD115-5	100033440
SNORD115-5	100033818
SNORD115-5	100033805
SNORD115-5	100033441
SNORD115-5	100033806
SNORD115-5	100033442
SNORD115-5	100033443
SNORD115-5	100033444
SNORD115-5	100033800
SNORD115-5	100033445
SNORD115-5	100033801
SNORD115-5	100033446
SNORD115-5	100033802
SNORD115-5	100033822
SNORD115-5	100033460
SNORD115-5	100033799
SNORD115-4	100033458
SNORD115-4	100033437
SNORD115-4	100033816
SNORD115-4	100033817
SNORD115-4	100033453
SNORD115-4	100033814
SNORD115-4	100033450
SNORD115-4	100036567
SNORD115-4	100033815
SNORD115-4	100033451
SNORD115-4	100036566
SNORD115-4	100033812
SNORD115-4	100033456
SNORD115-4	100036565
SNORD115-4	100033813
SNORD115-4	100036564
SNORD115-4	100033810
SNORD115-4	100033454
SNORD115-4	100036563
SNORD115-4	100033811
SNORD115-4	100033455
SNORD115-4	100033809
SNORD115-4	100033808
SNORD115-4	100033807
SNORD115-4	338433
SNORD115-4	100033447
SNORD115-4	100033448
SNORD115-4	100033449
SNORD115-4	347745
SNORD115-4	100033603
SNORD115-4	100033803
SNORD115-4	100033804
SNORD115-4	100033440
SNORD115-4	100033818
SNORD115-4	100033805
SNORD115-4	100033441
SNORD115-4	100033806
SNORD115-4	100033442
SNORD115-4	100033443
SNORD115-4	100033444
SNORD115-4	100033800
SNORD115-4	100033445
SNORD115-4	100033801
SNORD115-4	100033446
SNORD115-4	100033802
SNORD115-4	100033822
SNORD115-4	100033460
SNORD115-4	100033799
SNORD115-3	100033458
SNORD115-3	100033437
SNORD115-3	100033816
SNORD115-3	100033817
SNORD115-3	100033453
SNORD115-3	100033814
SNORD115-3	100033450
SNORD115-3	100036567
SNORD115-3	100033815
SNORD115-3	100033451
SNORD115-3	100036566
SNORD115-3	100033812
SNORD115-3	100033456
SNORD115-3	100036565
SNORD115-3	100033813
SNORD115-3	100036564
SNORD115-3	100033810
SNORD115-3	100033454
SNORD115-3	100036563
SNORD115-3	100033811
SNORD115-3	100033455
SNORD115-3	100033809
SNORD115-3	100033808
SNORD115-3	100033807
SNORD115-3	338433
SNORD115-3	100033447
SNORD115-3	100033448
SNORD115-3	100033449
SNORD115-3	347745
SNORD115-3	100033603
SNORD115-3	100033803
SNORD115-3	100033804
SNORD115-3	100033440
SNORD115-3	100033818
SNORD115-3	100033805
SNORD115-3	100033441
SNORD115-3	100033806
SNORD115-3	100033442
SNORD115-3	100033443
SNORD115-3	100033444
SNORD115-3	100033800
SNORD115-3	100033445
SNORD115-3	100033801
SNORD115-3	100033446
SNORD115-3	100033802
SNORD115-3	100033822
SNORD115-3	100033460
SNORD115-3	100033799
SNORD115-2	100033458
SNORD115-2	100033437
SNORD115-2	100033816
SNORD115-2	100033817
SNORD115-2	100033453
SNORD115-2	100033814
SNORD115-2	100033450
SNORD115-2	100036567
SNORD115-2	100033815
SNORD115-2	100033451
SNORD115-2	100036566
SNORD115-2	100033812
SNORD115-2	100033456
SNORD115-2	100036565
SNORD115-2	100033813
SNORD115-2	100036564
SNORD115-2	100033810
SNORD115-2	100033454
SNORD115-2	100036563
SNORD115-2	100033811
SNORD115-2	100033455
SNORD115-2	100033809
SNORD115-2	100033808
SNORD115-2	100033807
SNORD115-2	338433
SNORD115-2	100033447
SNORD115-2	100033448
SNORD115-2	100033449
SNORD115-2	347745
SNORD115-2	100033603
SNORD115-2	100033803
SNORD115-2	100033804
SNORD115-2	100033440
SNORD115-2	100033818
SNORD115-2	100033805
SNORD115-2	100033441
SNORD115-2	100033806
SNORD115-2	100033442
SNORD115-2	100033443
SNORD115-2	100033444
SNORD115-2	100033800
SNORD115-2	100033445
SNORD115-2	100033801
SNORD115-2	100033446
SNORD115-2	100033802
SNORD115-2	100033822
SNORD115-2	100033460
SNORD115-2	100033799
TP53RK	112858
GOLPH3	64083
LIN37	55957
UBXN8	7993
UBXN7	26043
UBXN6	80700
UBXN4	23190
MRPS36	92259
CEP72	55722
MRPS35	60488
MRPS34	65993
MRPS33	51650
ZNF823	55552
CEP76	79959
ZNF821	55565
MMP9	4318
CEP78	84131
MMP8	4317
MMP7	4316
ZNF827	152485
MMP3	4314
OR6C65	403282
COX5A	9377
LOC388906	388906
MMP2	4313
MRPS31	10240
COX5B	1329
ZNF829	374899
MMP1	4312
MRPS30	10884
CEP70	80321
TAPBP	6892
OR6C68	403284
EIF3CL	728689
ATOH1	474
PTGIR	5739
PTGIS	5740
ATOH8	84913
ATOH7	220202
GNL2	29889
GNL1	2794
GNL3	26354
INADL	10207
RRP1	8568
GNLY	10578
ZNF814	730051
ZNF813	126017
RRP8	23378
RRP9	9136
CHPT1	56994
COX6C	1345
SLC37A1	54020
SLC37A2	219855
CEP97	79598
ZNF845	91664
MRPS17	51373
ZNF844	284391
ZNF843	283933
MRPS16	51021
MRPS15	64960
ZNF841	284371
MRPS14	63931
MRPS12	6183
MRPS11	64963
COX7C	1350
MRPS10	55173
NEDD9	4739
NEDD8	100128775
NEDD8	4738
ZNF846	162993
FBXW4P1	26226
UBE2D4	51619
FIS1	51024
UBE2D3	7323
UBE2D3	100037280
UBE2D2	7322
OPALIN	93377
QTRTD1	79691
GNMT	27232
UBE2D1	7321
PGGT1B	5229
MRPS27	23107
SETDB1	9869
ZNF831	128611
MRPS26	64949
CARD8	22900
SETDB2	83852
CARD9	64170
MRPS28	28957
MRPS23	51649
COX8C	341947
MRPS22	56945
MMADHC	27249
MRPS25	64432
ZNF830	91603
MRPS24	64951
COX8A	1351
OMP	4975
LIN7B	64130
OR6C74	254783
ZNF839	55778
LIN7C	55327
OR6C76	390326
MRPS21	54460
OR6C75	390323
ZNF836	162962
OR6C70	390327
CARD6	84674
ZNF835	90485
LIN7A	8825
ZNF837	116412
UBE2E3	10477
NEDD1	121441
OMD	4958
NEDD4	4734
OR4A15	81328
OR4A16	81327
ALDH2	217
RRS1	23212
CIRBP	1153
OMG	4974
UBE2E2	7325
CRYZL1	9946
UBE2E1	7324
ARHGAP10	79658
KIAA0226	9711
ARHGAP19	84986
ARHGAP18	93663
ARHGAP17	55114
ARHGAP15	55843
FAM63A	55793
FAM63B	54629
ARHGAP12	94134
OS9	10956
ARHGAP21	57584
ARHGAP22	58504
TP53I3	9540
ARHGAP20	57569
SERAC1	84947
PMS2CL	441194
KIAA0232	9778
LAIR1	3903
DMRT3	58524
LAIR2	3904
ARHGAP28	79822
DMRT1	1761
DMRT2	10655
ARHGAP27	201176
ARHGAP29	9411
ARHGAP24	83478
ARHGAP23	57636
ARHGAP26	23092
ARHGAP25	9938
OSM	5008
ARHGAP30	257106
ARHGAP31	57514
ARHGAP32	9743
JOSD1	9929
ARHGAP33	115703
APITD1	378708
APITD1	1325
JOSD2	126119
C4orf51	646603
ZNF808	388558
ZNF805	390980
SLC37A3	84255
SLC37A4	2542
ZNF800	168850
CEP55	55165
ARHGAP40	343578
CEP57	9702
MIR135A1	406925
MIR135A2	406926
RSL24D1	51187
RSL24D1	284288
TMBIM6	7009
TMBIM4	51643
TMBIM1	64114
CEP63	80254
FAM60A	728115
FAM60A	58516
FAM60A	728592
CEP68	23177
TRPC4AP	26133
NRN1L	123904
COMTD1	118881
FHIT	2272
LTBP1	4052
DRD5P2	1818
PTGS2	5743
LTBP2	4053
PGF	5228
VTCN1	79679
LTBP3	4054
LOC284889	284889
PGC	5225
LTBP4	8425
PGD	5226
PTGS1	5742
NAA15	80155
NAA16	79612
CTNNB1	1499
PGR	5241
GNG8	94235
PGP	283871
NAA11	84779
CH25H	9023
GNG2	54331
GNG3	2785
GNG4	2786
MTERFD2	130916
MTERFD3	80298
GNG5	2787
GNG7	2788
MTERFD1	51001
KRR1	11103
TYRO3	7301
MDH1B	130752
ADAMTS20	80070
NAA25	80018
ZUFSP	221302
CTNNA1	1495
YIF1B	90522
YIF1A	10897
CTNNA3	29119
RPTOR	57521
CTNNA2	1496
NAA20	51126
KIAA1257	57501
HLA-DPA1	3113
LOC284865	284865
C18orf25	147339
RHPN1	114822
RHPN2	646090
RHPN2	85415
C18orf21	83608
PTH1R	5745
RUNDC3B	154661
RUNDC3A	10900
PPCDC	60490
NAA38	51691
ATP6V0B	533
NAA35	60560
ATP6V0C	527
HESX1	8820
RILPL1	353116
RILPL2	196383
NAA30	122830
PIP	5304
HLA-DPB1	3115
VEZF1	7716
HLA-DPB2	3116
PTGR1	22949
PTGR2	145482
PTH2R	5746
PHB	5245
KIAA1279	26128
C9orf9	11092
PI3	5266
NAA40	79829
C9orf3	84909
CHRND	1144
FCGBP	100133944
FCGBP	8857
CHRNE	1145
CHRNG	1146
GNAZ	2781
GPR83	10888
SH3RF1	57630
GPR84	53831
GPR85	54329
LIMA1	51474
PWWP2B	170394
PLEKHG4B	153478
LTC4S	4056
KHNYN	23351
GPR87	53836
GPR88	54112
ZNF880	400713
NOD2	64127
NOD1	10392
SMPDL3B	27293
RRN3	54700
HSF1	3297
STRA8	346673
SMPDL3A	10924
HSF2	3298
ZNF878	729747
SLMAP	7871
PWWP2A	114825
HSF5	124535
STRA6	64220
ZNF879	345462
HSF4	3299
LOC652276	652276
GPR97	222487
SRPK2	6733
LOC284837	284837
GPR98	84059
SRPK1	6732
ZNF883	169834
GNAL	2774
IL18BP	10068
GNAQ	2776
GNB2	2783
GNB1	2782
RRM2	6241
RRM1	6240
GNB5	10681
GNB4	59345
KIAA1217	56243
GNAS	2778
PYY2	23615
GNB3	2784
NHEJ1	79840
EIF5A2	56648
GPR61	83873
GPR62	118442
GPR63	81491
PML	652346
PML	5371
GPR65	8477
NOB1	28987
NOB1	100132364
FHL3	2275
FHL2	2274
FHL5	9457
GPR68	8111
APBB1IP	54518
HSCB	150274
MYCBP2	23077
KAAG1	353219
NPDC1	56654
ZNF853	54753
MMACHC	25974
ZNF852	55888
ZNF852	285346
KIR3DX1	90011
LIMD2	80774
LIMD1	8994
MYSM1	114803
ZBP1	81030
CAPN7	23473
TMPRSS2	7113
CAPN5	726
GPR75	10936
KIAA1244	57221
CAPN8	388743
CAPN9	10753
TMPRSS9	360200
GPR78	27201
MXRA7	439921
TMPRSS7	344805
MXRA8	54587
CAPN2	824
TMPRSS5	80975
TMPRSS6	164656
CAPN3	825
TMPRSS3	64699
PLG	5340
TMPRSS4	56649
CAPN1	823
DOT1L	84444
ZNF860	344787
PLN	5350
ZNF862	643641
MCFD2	90411
SH3RF3	344558
LIME1	54923
SH3RF2	153769
IQGAP3	128239
IQGAP2	10788
RRAD	6236
IQGAP1	8826
DAB2	1601
DAB1	1600
GPR45	11250
SNORD113-9	767569
SNORD113-9	767590
SNORD113-9	767591
SNORD113-9	767592
SNORD113-9	767593
SNORD113-9	767594
SNORD113-9	767595
SNORD113-9	767577
SNORD113-9	767596
SNORD113-9	767578
SNORD113-9	767597
SNORD113-9	767579
SNORD113-9	767598
SNORD113-9	767599
SNORD113-9	767600
SNORD113-9	767608
SNORD113-9	767609
SNORD113-9	767606
SNORD113-9	767604
SNORD113-9	767605
SNORD113-9	767603
SNORD113-9	767612
SNORD113-9	767564
SNORD113-9	767581
SNORD113-9	767611
SNORD113-9	767563
SNORD113-9	767582
SNORD113-9	767610
SNORD113-9	767562
SNORD113-9	767580
SNORD113-9	767561
SNORD113-9	767568
SNORD113-9	767567
SNORD113-9	767566
SNORD113-9	767565
SNORD113-9	767589
SNORD113-9	767588
SNORD113-9	767585
SNORD113-9	767583
SNORD113-9	767584
SLMO2	51012
SNORD113-4	767569
SNORD113-4	767590
SNORD113-4	767591
SNORD113-4	767592
SNORD113-4	767593
SNORD113-4	767594
SNORD113-4	767595
SNORD113-4	767577
SNORD113-4	767596
SNORD113-4	767578
SNORD113-4	767597
SNORD113-4	767579
SNORD113-4	767598
SNORD113-4	767599
SNORD113-4	767600
SNORD113-4	767608
SNORD113-4	767609
SNORD113-4	767606
SNORD113-4	767604
SNORD113-4	767605
SNORD113-4	767603
SNORD113-4	767612
SNORD113-4	767564
SNORD113-4	767581
SNORD113-4	767611
SNORD113-4	767563
SNORD113-4	767582
SNORD113-4	767610
SNORD113-4	767562
SNORD113-4	767580
SNORD113-4	767561
SNORD113-4	767568
SNORD113-4	767567
SNORD113-4	767566
SNORD113-4	767565
SNORD113-4	767589
SNORD113-4	767588
SNORD113-4	767585
SNORD113-4	767583
SNORD113-4	767584
RRAS	6237
SLMO1	10650
SNORD113-5	767569
SNORD113-5	767590
SNORD113-5	767591
SNORD113-5	767592
SNORD113-5	767593
SNORD113-5	767594
SNORD113-5	767595
SNORD113-5	767577
SNORD113-5	767596
SNORD113-5	767578
SNORD113-5	767597
SNORD113-5	767579
SNORD113-5	767598
SNORD113-5	767599
SNORD113-5	767600
SNORD113-5	767608
SNORD113-5	767609
SNORD113-5	767606
SNORD113-5	767604
SNORD113-5	767605
SNORD113-5	767603
SNORD113-5	767612
SNORD113-5	767564
SNORD113-5	767581
SNORD113-5	767611
SNORD113-5	767563
SNORD113-5	767582
SNORD113-5	767610
SNORD113-5	767562
SNORD113-5	767580
SNORD113-5	767561
SNORD113-5	767568
SNORD113-5	767567
SNORD113-5	767566
SNORD113-5	767565
SNORD113-5	767589
SNORD113-5	767588
SNORD113-5	767585
SNORD113-5	767583
SNORD113-5	767584
SNORD113-6	767569
SNORD113-6	767590
SNORD113-6	767591
SNORD113-6	767592
SNORD113-6	767593
SNORD113-6	767594
SNORD113-6	767595
SNORD113-6	767577
SNORD113-6	767596
SNORD113-6	767578
SNORD113-6	767597
SNORD113-6	767579
SNORD113-6	767598
SNORD113-6	767599
SNORD113-6	767600
SNORD113-6	767608
SNORD113-6	767609
SNORD113-6	767606
SNORD113-6	767604
SNORD113-6	767605
SNORD113-6	767603
SNORD113-6	767612
SNORD113-6	767564
SNORD113-6	767581
SNORD113-6	767611
SNORD113-6	767563
SNORD113-6	767582
SNORD113-6	767610
SNORD113-6	767562
SNORD113-6	767580
SNORD113-6	767561
SNORD113-6	767568
SNORD113-6	767567
SNORD113-6	767566
SNORD113-6	767565
SNORD113-6	767589
SNORD113-6	767588
SNORD113-6	767585
SNORD113-6	767583
SNORD113-6	767584
SNORD113-7	767569
SNORD113-7	767590
SNORD113-7	767591
SNORD113-7	767592
SNORD113-7	767593
SNORD113-7	767594
SNORD113-7	767595
SNORD113-7	767577
SNORD113-7	767596
SNORD113-7	767578
SNORD113-7	767597
SNORD113-7	767579
SNORD113-7	767598
SNORD113-7	767599
SNORD113-7	767600
SNORD113-7	767608
SNORD113-7	767609
SNORD113-7	767606
SNORD113-7	767604
SNORD113-7	767605
SNORD113-7	767603
SNORD113-7	767612
SNORD113-7	767564
SNORD113-7	767581
SNORD113-7	767611
SNORD113-7	767563
SNORD113-7	767582
SNORD113-7	767610
SNORD113-7	767562
SNORD113-7	767580
SNORD113-7	767561
SNORD113-7	767568
SNORD113-7	767567
SNORD113-7	767566
SNORD113-7	767565
SNORD113-7	767589
SNORD113-7	767588
SNORD113-7	767585
SNORD113-7	767583
SNORD113-7	767584
SNORD113-1	767569
SNORD113-1	767590
SNORD113-1	767591
SNORD113-1	767592
SNORD113-1	767593
SNORD113-1	767594
SNORD113-1	767595
SNORD113-1	767577
SNORD113-1	767596
SNORD113-1	767578
SNORD113-1	767597
SNORD113-1	767579
SNORD113-1	767598
SNORD113-1	767599
SNORD113-1	767600
SNORD113-1	767608
SNORD113-1	767609
SNORD113-1	767606
SNORD113-1	767604
SNORD113-1	767605
SNORD113-1	767603
SNORD113-1	767612
SNORD113-1	767564
SNORD113-1	767581
SNORD113-1	767611
SNORD113-1	767563
SNORD113-1	767582
SNORD113-1	767610
SNORD113-1	767562
SNORD113-1	767580
SNORD113-1	767561
SNORD113-1	767568
SNORD113-1	767567
SNORD113-1	767566
SNORD113-1	767565
SNORD113-1	767589
SNORD113-1	767588
SNORD113-1	767585
SNORD113-1	767583
SNORD113-1	767584
SNORD113-2	767569
SNORD113-2	767590
SNORD113-2	767591
SNORD113-2	767592
SNORD113-2	767593
SNORD113-2	767594
SNORD113-2	767595
SNORD113-2	767577
SNORD113-2	767596
SNORD113-2	767578
SNORD113-2	767597
SNORD113-2	767579
SNORD113-2	767598
SNORD113-2	767599
SNORD113-2	767600
SNORD113-2	767608
SNORD113-2	767609
SNORD113-2	767606
SNORD113-2	767604
SNORD113-2	767605
SNORD113-2	767603
SNORD113-2	767612
SNORD113-2	767564
SNORD113-2	767581
SNORD113-2	767611
SNORD113-2	767563
SNORD113-2	767582
SNORD113-2	767610
SNORD113-2	767562
SNORD113-2	767580
SNORD113-2	767561
SNORD113-2	767568
SNORD113-2	767567
SNORD113-2	767566
SNORD113-2	767565
SNORD113-2	767589
SNORD113-2	767588
SNORD113-2	767585
SNORD113-2	767583
SNORD113-2	767584
TMEM205	374882
TMEM206	55248
TMEM203	94107
TMEM204	79652
TMEM201	199953
NCALD	83988
TMEM202	338949
MND1	84057
AJAP1	55966
TMEM209	84928
DDIT3	1649
TMEM207	131920
DDIT4	54541
TMEM208	29100
NCAM1	4684
NCAM2	4685
GPR55	9290
GPR56	9289
MNDA	4332
KIR3DL3	115653
GPR52	9293
CIDECP	152302
SLC40A1	30061
KIR3DL1	3811
KIR3DL1	3813
KIR3DL2	3812
KIR3DL2	727787
FAM160B2	64760
TMEM210	100128315
PAM	5066
TMEM211	255349
CAMTA1	23261
FAM160B1	57700
TMEM212	389177
CAMTA2	23125
TMEM213	155006
TMEM214	54867
TMEM215	401498
TMEM216	51259
TMEM217	221468
TMEM218	219854
NKAIN2	154215
TMEM219	124446
NKAIN1	79570
CDC42SE1	56882
NKAIN4	128414
PAH	5053
NKAIN3	286183
ECE2	9718
CAPS2	84698
GPR22	2845
GPR21	2844
ECE1	1889
METTL3	56339
GPR27	2850
GPR26	2849
METTL1	4234
GPR25	2848
KRI1	65095
B4GALT6	9331
KIAA1211	57482
GPR20	2843
ANKDD1A	348094
ANKDD1B	728780
B4GALT7	11285
B4GALT4	8702
B4GALT5	9334
IFT140	9742
SNORD42A	26809
TMEM223	79064
B4GALT1	2683
FAM160A2	84067
TMEM221	100130519
FAM160A1	729830
B4GALT3	8703
SNORD42B	26808
TMEM222	84065
B4GALT2	8704
TMEM225	338661
IREB2	3658
SUV39H2	79723
GPR32	2854
GPR35	2859
GPR37	2861
LOC150776	150776
CDC42SE2	56990
GPR39	2863
LOC728024	728024
TMEM220	388335
CEND1	51286
GPR31	2853
LOC644554	644554
PRDX5	25824
PRDX2	7001
PRDX3	10935
TMEM233	387890
PRDX1	5052
TMEM232	642987
AKR1CL1	340811
TMEM231	79583
KRTAP11-1	337880
METTL9	51108
METTL8	79828
GPR19	2842
LIMK2	3985
METTL5	29081
GPR18	2841
METTL4	64863
LIMK1	3984
CAPSL	133690
METTL6	131965
ATP6V1H	51606
PBK	55872
SRPRB	58477
TOPORS	10210
KIDINS220	57498
ATP6V1D	51382
ATP6V1F	9296
ATP6V1A	523
CHRM5	1133
CHRM4	1132
MIR128-1	406915
CHRM3	1131
ULBP3	79465
CHRM2	1129
PRDX6	9588
ZFAND2A	90637
CHRM1	1128
ULBP1	80329
ZFAND2B	130617
MIR128-2	406916
ULBP2	80328
GPR15	2838
C18orf32	497661
GPR17	2840
HTR7P1	93164
GPR12	2835
ADAMTS18	170692
ADAMTS17	170691
TYRP1	7306
ADAMTS19	171019
ADAMTS14	140766
ADAMTS13	11093
ADAMTS16	170690
ADAMTS15	170689
KITLG	4254
OXTR	5021
WBP11	51729
PF4	5196
SNORD45C	26805
SNORD45C	26804
SNORD45C	692085
SNORD45A	26805
SNORD45A	26804
SNORD45A	692085
IVNS1ABP	10625
SNORD45B	26805
SNORD45B	26804
SNORD45B	692085
DAD1	1603
ADAMTS10	81794
ADAMTS12	81792
HHATL	57467
FLJ31813	326332
PDF	64146
PDF	84342
OXSM	54995
IFT172	26160
PDC	5132
TSSK1B	83942
C18orf56	494514
C18orf54	162681
PVR	5817
MOCOS	55034
S100A4	6275
S100A3	6274
S100A6	6277
HRNR	388697
S100A5	6276
S100A8	6279
S100A7	6278
TFAMP1	260341
SRP68	6730
S100A9	6280
LEMD2	221496
LEMD3	23592
LEMD1	93273
CHRNA9	55584
KIAA0125	9834
COL4A3BP	10087
FAM53A	152877
CHRNA5	1138
CHRNA4	1137
CHRNA7	1139
CHRNA7	89832
FAM53C	51307
CHRNA6	8973
FAM53B	9679
CHRNA1	1134
S100A1	6271
CHRNA3	1136
CHRNA2	1135
S100A2	6273
OXR1	55074
FLJ37201	283011
STRN3	29966
MDGA1	266727
MDGA2	161357
STRN4	29888
